# source=UNECE WLTP-DHC-12-07e official workbook
# source_workbook=C:\Projects\SiCTransistorModelDriveCycles\sim\src\drive_cycles\wltp_data\WLTP-DHC-12-07e.xls
# cycle=WLTC Class 3
# test_mode=prescribed_speed_flat_grade
time_s,v_mps,grade_deg
898.0,17.194444444,0.0
899.0,17.166666667,0.0
900.0,17.083333333,0.0
901.0,16.916666667,0.0
902.0,16.583333333,0.0
903.0,15.166666667,0.0
904.0,13.694444444,0.0
905.0,12.472222222,0.0
906.0,11.750000000,0.0
907.0,11.500000000,0.0
908.0,11.472222222,0.0
909.0,11.694444444,0.0
910.0,12.416666667,0.0
911.0,13.444444444,0.0
912.0,14.277777778,0.0
913.0,14.638888889,0.0
914.0,15.000000000,0.0
915.0,15.833333333,0.0
916.0,16.138888889,0.0
917.0,16.444444444,0.0
918.0,16.388888889,0.0
919.0,16.416666667,0.0
